"Time","recv br-12d023f77e6a","recv bri0","recv docker0","recv enp4s0","recv macvlan1","recv tailscale0","recv veth0d5c3b2","recv veth77ec78e","recv virbr0","trans br-12d023f77e6a ","trans bri0 ","trans docker0 ","trans enp4s0 ","trans macvlan1 ","trans tailscale0 ","trans veth0d5c3b2 ","trans veth77ec78e ","trans virbr0 "
1725571470000,0,4184,0,4968,3209.6,0,0,undefined,0,0,38734.4,0,38971.2,37499.2,0,0,undefined,0
1725571500000,0,4833.6,0,5662.4,3454.4,0,0,undefined,0,547.2,38886.4,0,39145.6,37577.6,0,547.2,undefined,0
1725571530000,0,3561.6,0,4345.6,2076.8,0,0,undefined,0,0,38654.4,0,38913.6,37419.2,0,0,undefined,0
1725571560000,0,6054.4,0,6972.8,5211.2,0,0,undefined,0,0,38540.8,0,38777.6,37305.6,0,547.2,undefined,0
1725571590000,0,3694.4,0,4276.8,3001.6,0,0,undefined,0,0,38596.8,0,38833.6,37361.6,0,0,undefined,0
1725571620000,0,6536,0,7409.6,5936,0,0,undefined,0,0,38385.6,0,38577.6,37224,0,547.2,undefined,0
1725571650000,0,4502.4,0,5174.4,2905.6,0,0,undefined,0,0,38636.8,0,38896,37328,0,0,undefined,0
1725571680000,0,6862.4,0,7825.6,6252.8,0,0,undefined,0,0,38667.2,0,39484.8,37358.4,0,0,undefined,0
1725571710000,0,4084.8,0,4756.8,3504,0,0,undefined,0,0,38825.6,0,39129.6,37443.2,0,0,undefined,0
1725571740000,0,5008,0,5747.2,4420.8,0,0,undefined,0,0,38632,0,38897.6,37329.6,0,0,undefined,0
1725571770000,0,14592,0,15734.4,13220.8,0,0,undefined,0,0,59329.6,0,59684.8,57393.6,0,0,undefined,0
1725571800000,0,6228.8,0,7102.4,4548.8,0,0,undefined,0,0,38742.4,0,38979.2,37507.2,0,0,undefined,0
1725571830000,0,5539.2,0,6502.4,4716.8,0,0,undefined,0,0,39361.6,0,39598.4,38126.4,0,0,undefined,0
1725571860000,0,90511532.8,0,91392592,261870.4,0,0,undefined,0,0,91131740.8,0,91131977.6,91130505.6,0,0,undefined,0
1725571890000,0,106276030.4,0,107293640,168371.2,0,0,undefined,0,0,106977923.2,0,106978160,106976688,0,0,undefined,0
1725571920000,0,65707620.8,0,66346523.2,142921.6,0,0,undefined,0,547.2,66164876.8,0,66169945.6,66158758.4,0,547.2,undefined,0
1725571950000,0,66760720,0,67403980.8,138808,0,0,undefined,0,0,67219516.8,0,67219708.8,67218355.2,0,547.2,undefined,0
1725571980000,0,52580596.8,0,53090756.8,142828.8,0,0,undefined,0,0,52947915.2,0,52948152,52946680,0,547.2,undefined,0
1725572010000,0,32800438.4,0,33121811.2,112672,0,0,undefined,0,547.2,33045345.6,0,33045627.2,33044036.8,0,547.2,undefined,0
1725572040000,0,50966974.4,0,51461880,139001.6,0,0,undefined,0,0,51322265.6,0,51322502.4,51321030.4,0,0,undefined,0
1725572070000,0,473440,0,482534.4,43048,0,0,undefined,0,547.2,507929.6,0,508188.8,506620.8,0,547.2,undefined,0
1725572100000,0,98746390.4,0,99690528,151628.8,0,0,undefined,0,0,99394692.8,0,99394929.6,99393457.6,0,0,undefined,0
1725572130000,0,39662148.8,0,40047742.4,129800,0,0,undefined,0,0,39943872,0,39944667.2,39942636.8,0,0,undefined,0
1725572160000,0,19121475.2,0,19306723.2,43836.8,0,0,undefined,0,0,19272580.8,0,19272840,19271272,0,0,undefined,0
1725572190000,0,29513.6,0,31353.6,19067.2,0,0,undefined,0,0,57406.4,0,58224,56171.2,0,0,undefined,0
1725572220000,0,125505.6,0,130974.4,49592,0,0,undefined,0,0,157004.8,0,157308.8,155622.4,0,0,undefined,0
1725572250000,0,18744,0,20356.8,16224,0,0,undefined,0,0,46342.4,0,46624,45033.6,0,0,undefined,0
1725572280000,0,32014.4,0,34142.4,16620.8,0,0,undefined,0,0,61760,0,62019.2,60451.2,0,0,undefined,0
1725572310000,0,102462.4,0,105979.2,22452.8,0,0,undefined,0,0,132361.6,0,132627.2,131126.4,0,0,undefined,0
1725572340000,0,55552,0,58262.4,33576,0,0,undefined,0,0,85156.8,0,85460.8,83774.4,0,0,undefined,0
1725572370000,0,12507.2,0,13940.8,10652.8,0,0,undefined,0,0,38881.6,0,39163.2,37572.8,0,0,undefined,0
1725572400000,0,30555.2,0,33288,12310.4,0,0,undefined,0,0,60004.8,0,60241.6,58769.6,0,0,undefined,0
1725572430000,0,106484816,0,107504889.6,221752,0,0,undefined,0,547.2,107181092.8,0,107181352,107174974.4,0,547.2,undefined,0
1725572460000,0,106078771.2,0,107095619.2,185604.8,0,0,undefined,0,0,106772998.4,0,106773190.4,106771942.4,0,0,undefined,0
1725572490000,0,107616912,0,108647180.8,173798.4,0,0,undefined,0,0,108317936,0,108318172.8,108316700.8,0,0,undefined,0
1725572520000,0,102830572.8,0,103813936,163024,0,0,undefined,0,0,103501148.8,0,103501340.8,103499987.2,0,0,undefined,0
1725572550000,0,96869184,0,97797843.2,184774.4,0,0,undefined,0,547.2,97506100.8,0,97506292.8,97504939.2,0,547.2,undefined,0
1725572580000,0,91526588.8,0,92402854.4,150388.8,0,0,undefined,0,0,92130390.4,0,92130582.4,92129228.8,76.8,0,undefined,0
1725572610000,0,101685710.4,0,102660513.6,181609.6,0,0,undefined,0,0,102351012.8,0,102351204.8,102349851.2,0,0,undefined,0
1725572640000,0,103328496,0,104317612.8,171008,0,0,undefined,0,0,104001233.6,0,104002012.8,104000072,0,0,undefined,0
1725572670000,0,52114964.8,0,52618180.8,121515.2,0,0,undefined,0,0,52472520,0,52472712,52471358.4,0,0,undefined,0
1725572700000,0,37607323.2,0,37971748.8,97240,0,0,undefined,0,547.2,37875358.4,0,37875550.4,37874196.8,0,1094.4,undefined,0
1725572730000,0,1036577.6,0,1048964.8,28004.8,0,0,undefined,0,0,1071643.2,0,1071924.8,1070334.4,0,0,undefined,0
1725572760000,0,11683.2,0,13027.2,11177.6,0,0,undefined,0,0,39558.4,0,39840,38249.6,0,0,undefined,0
1725572790000,0,11843.2,0,13145.6,11265.6,0,0,undefined,0,0,39283.2,0,39520,38048,0,0,undefined,0
1725572820000,0,12009.6,0,13398.4,11598.4,0,0,undefined,0,0,39379.2,0,39616,38144,0,547.2,undefined,0
1725572850000,0,39395.2,0,41590.4,32059.2,0,0,undefined,0,0,66667.2,0,66859.2,65505.6,0,0,undefined,0
1725572880000,0,14076.8,0,15510.4,13998.4,0,0,undefined,0,0,39385.6,0,39606.4,38224,0,547.2,undefined,0
1725572910000,0,48980.8,0,51713.6,23497.6,0,0,undefined,0,0,78641.6,0,78833.6,77480,0,0,undefined,0
1725572940000,0,15513.6,0,17174.4,14248,0,0,undefined,0,0,41523.2,0,41715.2,40361.6,0,0,undefined,0
1725572970000,0,82300.8,0,86220.8,43987.2,0,0,undefined,0,0,112633.6,0,112899.2,111257.6,0,0,undefined,0
1725573000000,0,127308.8,0,132620.8,71736,0,0,undefined,0,0,157576,0,157768,156414.4,0,0,undefined,0
1725573030000,0,100888,0,105502.4,47507.2,0,0,undefined,0,0,131918.4,0,132139.2,130756.8,0,0,undefined,0
1725573060000,0,11964.8,0,13241.6,10739.2,0,0,undefined,0,547.2,39179.2,0,39416,37944,0,547.2,undefined,0
1725573090000,0,9324.8,0,10646.4,7262.4,0,0,undefined,0,0,40268.8,0,41108.8,38960,0,0,undefined,0
1725573120000,0,5616,0,6672,4707.2,0,0,undefined,0,0,39598.4,0,39880,38363.2,0,0,undefined,0
1725573150000,0,5681.6,0,6712,4636.8,0,0,undefined,0,547.2,39051.2,0,39288,37816,0,547.2,undefined,0
1725573180000,0,6089.6,0,7187.2,5572.8,0,0,undefined,0,547.2,39102.4,0,39384,37793.6,0,547.2,undefined,0
1725573210000,0,6376,0,7406.4,4747.2,0,0,undefined,0,0,38822.4,0,39081.6,37513.6,0,0,undefined,0
1725573240000,0,6904,0,8046.4,5924.8,0,0,undefined,0,547.2,38716.8,0,38976,37408,0,547.2,undefined,0
1725573270000,0,5568,0,6531.2,4892.8,0,0,undefined,0,547.2,38651.2,0,38843.2,37489.6,0,547.2,undefined,0
1725573300000,0,6536,0,7656,5456,0,0,undefined,0,547.2,38793.6,0,39030.4,37558.4,0,547.2,undefined,0
1725573330000,0,3678.4,0,4283.2,2860.8,0,0,undefined,0,0,38816,0,39052.8,37580.8,0,0,undefined,0
1725573360000,0,5875.2,0,6793.6,5348.8,0,0,undefined,0,0,38748.8,0,38985.6,37513.6,0,1094.4,undefined,0
1725573390000,0,4798.4,0,5582.4,3760,0,0,undefined,0,0,38931.2,0,39212.8,37622.4,0,547.2,undefined,0
1725573420000,0,7003.2,0,8100.8,5900.8,0,0,undefined,0,0,38833.6,0,39092.8,37524.8,0,0,undefined,0
1725573450000,0,4398.4,0,5115.2,3462.4,0,0,undefined,0,0,38633.6,0,38870.4,37398.4,0,547.2,undefined,0
1725573480000,0,4329.6,0,5004.8,3707.2,0,0,undefined,0,0,38635.2,0,38827.2,37473.6,0,0,undefined,0
1725573510000,0,8739.2,0,10083.2,7889.6,0,0,undefined,0,0,38940.8,0,39155.2,37705.6,0,547.2,undefined,0
1725573540000,0,5502.4,0,6398.4,4470.4,0,0,undefined,0,0,39091.2,0,39908.8,37856,0,0,undefined,0
1725573570000,0,5075.2,0,5993.6,4102.4,0,0,undefined,0,0,39214.4,0,39524.8,37905.6,0,0,undefined,0
1725573600000,0,7169.6,0,8132.8,6627.2,0,0,undefined,0,547.2,38852.8,0,39073.6,37691.2,0,1094.4,undefined,0
1725573630000,0,3745.6,0,4462.4,3081.6,0,0,undefined,0,547.2,38840,0,39121.6,37531.2,0,547.2,undefined,0
1725573660000,0,11822.4,0,13684.8,10164.8,0,0,undefined,0,0,38897.6,0,39134.4,37662.4,0,0,undefined,0
1725573690000,0,5833.6,0,6796.8,4763.2,0,0,undefined,0,0,39032,0,39313.6,37723.2,0,0,undefined,0
1725573720000,0,3846.4,0,4563.2,3012.8,0,0,undefined,0,547.2,39009.6,0,39268.8,37700.8,0,547.2,undefined,0
1725573750000,0,3859.2,0,4576,2814.4,0,0,undefined,0,0,38953.6,0,39212.8,37644.8,0,0,undefined,0
1725573780000,0,5073.6,0,5880,3574.4,0,0,undefined,0,547.2,39083.2,0,39342.4,37774.4,0,547.2,undefined,0
1725573810000,0,5681.6,0,6600,4902.4,0,0,undefined,0,0,38814.4,0,39006.4,37652.8,0,0,undefined,0
1725573840000,0,4563.2,0,5280,3774.4,0,0,undefined,0,547.2,38915.2,0,39129.6,37680,0,547.2,undefined,0
1725573870000,0,6043.2,0,7073.6,4889.6,0,0,undefined,0,0,39049.6,0,39315.2,37814.4,0,0,undefined,0
1725573900000,0,6419.2,0,7516.8,5587.2,0,0,undefined,0,0,39064,0,39256,37902.4,0,547.2,undefined,0
1725573930000,0,6027.2,0,7080,3934.4,0,0,undefined,0,0,39348.8,0,39636.8,38113.6,0,0,undefined,0
1725573960000,0,7003.2,0,8033.6,5988.8,0,0,undefined,0,0,38916.8,0,39108.8,37755.2,0,0,undefined,0
1725573990000,0,4883.2,0,5510.4,3881.6,0,0,undefined,0,0,38656,0,39451.2,37420.8,0,547.2,undefined,0
1725574020000,0,4396.8,0,5225.6,3195.2,0,0,undefined,0,0,38691.2,0,38950.4,37456,0,547.2,undefined,0
1725574050000,0,5358.4,0,6075.2,3600,0,0,undefined,0,0,38480,0,38672,37318.4,0,0,undefined,0
1725574080000,0,5003.2,0,5876.8,3332.8,0,0,undefined,0,0,38756.8,0,39038.4,37448,0,547.2,undefined,0
1725574110000,0,3782.4,0,4432,2675.2,0,0,undefined,0,0,38849.6,0,39131.2,37540.8,0,0,undefined,0
1725574140000,0,9588.8,0,11268.8,7550.4,0,0,undefined,0,0,38804.8,0,39064,37496,0,0,undefined,0
1725574170000,0,4819.2,0,5558.4,4177.6,0,0,undefined,0,0,38820.8,0,39080,37512,0,547.2,undefined,0
1725574200000,0,4089.6,0,4806.4,3076.8,0,0,undefined,0,0,38568,0,38760,37406.4,0,0,undefined,0
1725574230000,0,5038.4,0,5912,4003.2,0,0,undefined,0,0,38636.8,0,38873.6,37401.6,0,0,undefined,0
1725574260000,0,6361.6,0,7459.2,4614.4,0,0,undefined,0,0,38811.2,0,39121.6,37502.4,0,0,undefined,0
1725574290000,0,6860.8,0,7667.2,6312,0,0,undefined,0,1094.4,38468.8,0,38660.8,37307.2,0,1094.4,undefined,0
1725574320000,0,3667.2,0,4294.4,3064,0,0,undefined,0,547.2,38592,0,38806.4,37430.4,0,547.2,undefined,0
1725574350000,0,6132.8,0,7028.8,5080,0,0,undefined,0,0,38561.6,0,38753.6,37400,0,0,undefined,0
1725574380000,0,6080,0,7088,5051.2,0,0,undefined,0,0,39011.2,0,39292.8,37702.4,0,0,undefined,0
1725574410000,0,5073.6,0,5857.6,3673.6,0,0,undefined,0,0,38710.4,0,38902.4,37548.8,0,0,undefined,0
1725574440000,0,4932.8,0,5649.6,4184,0,0,undefined,0,0,38467.2,0,38659.2,37305.6,0,0,undefined,0
1725574470000,0,4729.6,0,5446.4,3603.2,0,0,undefined,0,547.2,38497.6,0,38689.6,37336,0,547.2,undefined,0
1725574500000,0,6116.8,0,6971.2,4721.6,0,0,undefined,0,0,38720,0,39537.6,37411.2,0,0,undefined,0
1725574530000,0,4734.4,0,5563.2,3910.4,0,0,undefined,0,547.2,38721.6,0,38980.8,37412.8,0,547.2,undefined,0
1725574560000,0,4019.2,0,4825.6,3332.8,0,0,undefined,0,0,38704,0,38963.2,37468.8,0,0,undefined,0
1725574590000,0,3737.6,0,4409.6,2660.8,0,0,undefined,0,0,38635.2,0,38872,37400,0,0,undefined,0
1725574620000,0,4600,0,5406.4,2756.8,0,0,undefined,0,0,38683.2,0,38920,37448,0,0,undefined,0
1725574650000,0,5153.6,0,5982.4,3974.4,0,0,undefined,0,0,38524.8,0,38739.2,37289.6,0,0,undefined,0
1725574680000,0,3817.6,0,4556.8,3185.6,0,0,undefined,0,0,38804.8,0,39070.4,37502.4,0,0,undefined,0
1725574710000,0,2924.8,0,3574.4,2276.8,0,0,undefined,0,0,38864,0,39152,37555.2,0,0,undefined,0
1725574740000,0,5918.4,0,6971.2,3787.2,0,0,undefined,0,0,38800,0,39059.2,37564.8,0,0,undefined,0
1725574770000,0,3731.2,0,4358.4,2622.4,0,0,undefined,0,0,38886.4,0,39145.6,37651.2,0,547.2,undefined,0
1725574800000,0,5697.6,0,6596.8,4372.8,0,0,undefined,0,0,38804.8,0,39064,37496,0,547.2,undefined,0
1725574830000,0,3273.6,0,3856,2468.8,0,0,undefined,0,0,38744,0,39025.6,37435.2,0,0,undefined,0
1725574860000,0,4070.4,0,4787.2,2756.8,0,0,undefined,0,0,38681.6,0,38940.8,37446.4,0,0,undefined,0
1725574890000,0,6574.4,0,7515.2,5190.4,0,0,undefined,0,0,39179.2,0,39438.4,37870.4,0,0,undefined,0
1725574920000,0,6030.4,0,6993.6,4652.8,0,0,undefined,0,0,38662.4,0,38928,37427.2,0,0,undefined,0
1725574950000,0,5993.6,0,6688,4961.6,0,0,undefined,0,0,38499.2,0,38713.6,37264,0,0,undefined,0
1725574980000,0,4896,0,5747.2,2984,0,0,undefined,0,0,38577.6,0,38814.4,37342.4,0,0,undefined,0
1725575010000,0,5361.6,0,6056,4352,0,0,undefined,0,0,38476.8,0,39227.2,37315.2,0,0,undefined,0
1725575040000,0,4208,0,4992,3604.8,0,0,undefined,0,547.2,38606.4,0,38843.2,37371.2,0,547.2,undefined,0
1725575070000,0,6579.2,0,7385.6,5732.8,0,0,undefined,0,0,38660.8,0,39478.4,37425.6,0,1094.4,undefined,0
1725575100000,0,4782.4,0,5454.4,2979.2,0,0,undefined,0,0,38489.6,0,38681.6,37328,0,0,undefined,0
1725575130000,0,4342.4,0,5036.8,3235.2,0,0,undefined,0,0,38854.4,0,39136,37545.6,0,0,undefined,0
1725575160000,0,6916.8,0,7902.4,5945.6,0,0,undefined,0,0,38726.4,0,38963.2,37564.8,0,0,undefined,0
1725575190000,0,4376,0,5025.6,3411.2,0,0,undefined,0,547.2,38700.8,0,38915.2,37465.6,0,547.2,undefined,0
1725575220000,0,6371.2,0,7379.2,4481.6,0,0,undefined,0,547.2,38913.6,0,39224,37531.2,0,547.2,undefined,0
1725575250000,0,4310.4,0,5004.8,3246.4,0,0,undefined,0,0,38848,0,39107.2,37539.2,0,0,undefined,0
1725575280000,0,5355.2,0,6254.4,4656,0,0,undefined,0,0,38809.6,0,39068.8,37574.4,0,0,undefined,0
1725575310000,0,3590.4,0,4217.6,2564.8,0,0,undefined,0,0,38785.6,0,39044.8,37476.8,0,0,undefined,0
1725575340000,0,6235.2,0,6952,5299.2,0,0,undefined,0,0,38760,0,39019.2,37451.2,0,0,undefined,0
1725575370000,0,4129.6,0,4868.8,2756.8,0,0,undefined,0,0,38867.2,0,39148.8,37558.4,0,0,undefined,0
1725575400000,0,4611.2,0,5372.8,4014.4,0,0,undefined,0,0,38756.8,0,38993.6,37521.6,0,0,undefined,0
1725575430000,0,3913.6,0,4608,2980.8,0,0,undefined,0,0,38691.2,0,38928,37529.6,0,0,undefined,0
1725575460000,0,4912,0,5740.8,2734.4,0,0,undefined,0,0,38928,0,39209.6,37619.2,0,0,undefined,0
1725575490000,0,4280,0,5041.6,3150.4,0,0,undefined,0,547.2,38785.6,0,39022.4,37550.4,0,547.2,undefined,0
1725575520000,0,2726.4,0,3286.4,2011.2,0,0,undefined,0,0,38755.2,0,38992,37520,0,0,undefined,0
1725575550000,0,4128,0,4889.6,3224,0,0,undefined,0,0,38608,0,38851.2,37446.4,0,0,undefined,0
1725575580000,0,8008,0,9128,5371.2,0,0,undefined,0,547.2,38872,0,39718.4,37563.2,0,547.2,undefined,0
1725575610000,0,4102.4,0,4864,2888,0,0,undefined,0,0,38888,0,39169.6,37579.2,0,0,undefined,0
1725575640000,0,8609.6,0,9819.2,7622.4,0,0,undefined,0,0,38657.6,0,38872,37496,0,0,undefined,0
1725575670000,0,4564.8,0,5460.8,3726.4,0,0,undefined,0,0,38617.6,0,38860.8,37456,0,0,undefined,0
1725575700000,0,5054.4,0,5950.4,3300.8,0,0,undefined,0,547.2,38771.2,0,39059.2,37462.4,0,547.2,undefined,0
1725575730000,0,4129.6,0,4913.6,2729.6,0,0,undefined,0,0,38657.6,0,38894.4,37422.4,0,0,undefined,0
1725575760000,0,3846.4,0,4608,3332.8,0,0,undefined,0,0,38713.6,0,38972.8,37404.8,0,547.2,undefined,0
1725575790000,0,2848,0,3363.2,1360,0,0,undefined,0,0,38427.2,0,38619.2,37265.6,0,0,undefined,0
1725575820000,0,6299.2,0,7352,3428.8,0,0,undefined,0,0,38712,0,38971.2,37403.2,0,547.2,undefined,0
1725575850000,0,4044.8,0,4851.2,3464,0,0,undefined,0,0,38723.2,0,38982.4,37488,0,0,undefined,0
1725575880000,0,4036.8,0,4846.4,3568,0,0,undefined,0,0,38633.6,0,38870.4,37398.4,0,0,undefined,0
1725575910000,0,5424,0,6163.2,4694.4,0,0,undefined,0,0,38528,0,38720,37366.4,0,0,undefined,0
1725575940000,0,5054.4,0,5860.8,3875.2,0,0,undefined,0,0,38609.6,0,38801.6,37448,0,0,undefined,0
1725575970000,0,9475.2,0,10707.2,9142.4,0,0,undefined,0,0,39164.8,0,39520,37782.4,0,547.2,undefined,0
1725576000000,0,6929.6,0,7937.6,6512,0,0,undefined,0,0,38828.8,0,39116.8,37520,0,0,undefined,0
1725576030000,0,10384,0,11481.6,9502.4,0,0,undefined,0,0,38916.8,0,39740.8,37681.6,0,0,undefined,0
1725576060000,0,5852.8,0,6681.6,4651.2,0,0,undefined,0,0,38745.6,0,38982.4,37436.8,0,0,undefined,0
1725576090000,0,8508.8,0,9539.2,8264,0,0,undefined,0,1094.4,38940.8,0,39825.6,37484.8,0,1094.4,undefined,0
1725576120000,0,4612.8,0,5374.4,3523.2,0,0,undefined,0,547.2,38713.6,0,38950.4,37478.4,0,547.2,undefined,0
1725576150000,0,8160,0,9190.4,6721.6,0,0,undefined,0,0,38593.6,0,38785.6,37432,0,0,undefined,0
1725576180000,0,5481.6,0,6355.2,4889.6,0,0,undefined,0,0,38566.4,0,38758.4,37404.8,0,0,undefined,0
1725576210000,0,4668.8,0,5520,3934.4,0,0,undefined,0,0,38606.4,0,38820.8,37444.8,0,0,undefined,0
1725576240000,0,6851.2,0,7680,6404.8,0,0,undefined,0,547.2,38892.8,0,39174.4,37584,0,547.2,undefined,0
1725576270000,0,7156.8,0,8097.6,6067.2,0,0,undefined,0,547.2,38675.2,0,38912,37440,0,547.2,undefined,0
1725576300000,0,4476.8,0,5372.8,3697.6,0,0,undefined,0,547.2,38868.8,0,39150.4,37560,0,547.2,undefined,0
1725576330000,0,5441.6,0,6248,4444.8,0,0,undefined,0,0,38673.6,0,38910.4,37438.4,0,0,undefined,0
1725576360000,0,5048,0,5809.6,4147.2,0,0,undefined,0,547.2,38838.4,0,39075.2,37603.2,0,547.2,undefined,0
1725576390000,0,5697.6,0,6683.2,4073.6,0,0,undefined,0,0,38785.6,0,39147.2,37483.2,0,547.2,undefined,0
1725576420000,0,5430.4,0,6259.2,4288,0,0,undefined,0,0,38760,0,38952,37598.4,0,547.2,undefined,0
1725576450000,0,5224,0,6097.6,3942.4,0,0,undefined,0,0,38708.8,0,38968,37473.6,0,0,undefined,0
1725576480000,0,3588.8,0,4238.4,2963.2,0,0,undefined,0,0,38937.6,0,39196.8,37628.8,0,547.2,undefined,0
1725576510000,0,6336,0,7276.8,5150.4,0,0,undefined,0,0,38960,0,39241.6,37651.2,0,0,undefined,0
1725576540000,0,5123.2,0,5817.6,4307.2,0,0,undefined,0,0,38758.4,0,39576,37449.6,0,0,undefined,0
1725576570000,0,5371.2,0,6244.8,4592,0,0,undefined,0,0,38644.8,0,38881.6,37409.6,0,0,undefined,0
1725576600000,0,4355.2,0,5110.4,3041.6,0,0,undefined,0,0,39561.6,0,39798.4,38326.4,0,0,undefined,0
1725576630000,0,6275.2,0,7241.6,4492.8,0,0,undefined,0,0,38776,0,39057.6,37467.2,0,547.2,undefined,0
1725576660000,0,6267.2,0,7256,4660.8,0,0,undefined,0,0,38883.2,0,39164.8,37574.4,0,0,undefined,0
1725576690000,0,8163.2,0,9171.2,6817.6,0,0,undefined,0,0,38569.6,0,38761.6,37408,0,0,undefined,0
1725576720000,0,4760,0,5476.8,4032,0,0,undefined,0,0,38920,0,39201.6,37611.2,0,0,undefined,0
1725576750000,0,94745.6,0,100052.8,4171.2,0,0,undefined,0,0,128756.8,0,128948.8,127595.2,0,0,undefined,0
1725576780000,0,94319412.8,0,95233489.6,5683.2,0,0,undefined,0,0,97800166.4,0,99375387.2,97799004.8,0,0,undefined,0
1725576810000,0,95641905.6,0,96570139.2,6664,0,0,undefined,0,547.2,99170312,0,100774568,99169150.4,0,547.2,undefined,0
1725576840000,0,94340092.8,0,95255491.2,7636.8,0,0,undefined,0,547.2,97819955.2,0,99395124.8,97818720,0,547.2,undefined,0
1725576870000,0,95598334.4,0,96517582.4,4635.2,0,0,undefined,0,547.2,99117384,0,100713816,99116222.4,0,547.2,undefined,0
1725576900000,0,92109945.6,0,93004041.6,10907.2,0,0,undefined,0,547.2,95503617.6,0,97041779.2,95502308.8,0,547.2,undefined,0
1725576930000,0,94340577.6,0,95256449.6,5160,0,0,undefined,0,0,97826216,0,99419504,97819950.4,0,0,undefined,0
1725576960000,0,95351944,0,96277198.4,5152,0,0,undefined,0,0,98871211.2,0,100463670.4,98869902.4,0,0,undefined,0
1725576990000,0,95292105.6,0,96215142.4,4076.8,0,0,undefined,0,0,98810302.4,0,100402240,98809067.2,0,0,undefined,0
1725577020000,0,94317934.4,0,95232952,3065.6,0,0,undefined,0,547.2,97796875.2,0,99372134.4,97795566.4,0,547.2,undefined,0
1725577050000,0,95357270.4,0,96282793.6,4438.4,0,0,undefined,0,0,98875712,0,100468832,98874403.2,0,0,undefined,0
1725577080000,0,4684.8,0,5580.8,2491.2,0,0,undefined,0,0,39708.8,0,39968,38473.6,0,547.2,undefined,0
1725577110000,0,19990.4,0,21782.4,2539.2,0,0,undefined,0,0,54424,0,54734.4,53048,0,0,undefined,0
1725577140000,0,7038.4,0,8068.8,4747.2,0,0,undefined,0,0,39611.2,0,39892.8,38302.4,0,0,undefined,0
1725577170000,0,243784,0,254356.8,3595.2,0,0,undefined,0,0,282374.4,0,284684.8,280998.4,0,0,undefined,0
1725577200000,0,44081.6,0,47531.2,5745.6,0,0,undefined,0,0,76185.6,0,76776,74876.8,0,547.2,undefined,0
1725577230000,0,69452.8,0,74112,5644.8,0,0,undefined,0,0,100132.8,0,100324.8,98971.2,0,547.2,undefined,0
1725577260000,0,60035.2,0,63868.8,4776,0,0,undefined,0,547.2,92544,0,92816,91382.4,0,547.2,undefined,0
1725577290000,0,6736,0,7833.6,6513.6,0,0,undefined,0,547.2,38846.4,0,39150.4,37537.6,0,547.2,undefined,0
1725577320000,0,5641.6,0,6470.4,5092.8,0,0,undefined,0,547.2,38689.6,0,38926.4,37454.4,0,1094.4,undefined,0
1725577350000,0,5899.2,0,6772.8,4721.6,0,0,undefined,0,547.2,38662.4,0,38883.2,37500.8,0,547.2,undefined,0
1725577380000,0,5961.6,0,6880,5227.2,0,0,undefined,0,0,38705.6,0,38942.4,37470.4,0,0,undefined,0
1725577410000,0,4792,0,5643.2,3513.6,0,0,undefined,0,0,39009.6,0,39291.2,37700.8,0,0,undefined,0
1725577440000,0,7038.4,0,8024,6368,0,0,undefined,0,0,38836.8,0,39073.6,37601.6,0,0,undefined,0
1725577470000,0,9337.6,0,10592,7960,0,0,undefined,0,547.2,38854.4,0,39113.6,37545.6,0,547.2,undefined,0
1725577500000,0,7331.2,0,8563.2,7030.4,0,0,undefined,0,547.2,38891.2,0,39731.2,37582.4,0,547.2,undefined,0
1725577530000,0,5976,0,6916.8,5385.6,0,0,undefined,0,0,38755.2,0,38992,37520,0,0,undefined,0
1725577560000,0,4542.4,0,5214.4,3961.6,0,0,undefined,0,0,38678.4,0,38892.8,37443.2,0,112,undefined,0
1725577590000,0,5196.8,0,6048,4372.8,0,0,undefined,0,0,38960,0,39270.4,37651.2,0,547.2,undefined,0
1725577620000,0,5476.8,0,6350.4,4731.2,0,0,undefined,0,0,38987.2,0,39246.4,37678.4,0,547.2,undefined,0
1725577650000,0,4318.4,0,5147.2,3144,0,0,undefined,0,0,39028.8,0,39265.6,37793.6,0,547.2,undefined,0
1725577680000,0,5299.2,0,6172.8,4792,0,0,undefined,0,0,38881.6,0,39118.4,37646.4,0,0,undefined,0
1725577710000,0,5838.4,0,6756.8,4643.2,0,0,undefined,0,0,39113.6,0,39372.8,37878.4,0,0,undefined,0
1725577740000,0,5809.6,0,6705.6,4928,0,0,undefined,0,0,38841.6,0,39100.8,37606.4,0,0,undefined,0
1725577770000,0,6852.8,0,7748.8,5990.4,0,0,undefined,0,0,38875.2,0,39156.8,37566.4,0,547.2,undefined,0
1725577800000,0,2748.8,0,3308.8,1777.6,0,0,undefined,0,0,38881.6,0,39163.2,37467.2,0,547.2,undefined,0
1725577830000,0,6089.6,0,6940.8,4281.6,0,0,undefined,0,0,38832,0,39091.2,37523.2,0,547.2,undefined,0
1725577860000,0,5451.2,0,6392,4057.6,0,0,undefined,0,0,38857.6,0,39116.8,37622.4,0,547.2,undefined,0
1725577890000,0,11830.4,0,13264,4452.8,0,0,undefined,0,547.2,46121.6,0,46403.2,44812.8,0,547.2,undefined,0
1725577920000,0,173275.2,0,179764.8,4476.8,0,0,undefined,0,547.2,45265.6,0,45524.8,44030.4,0,547.2,undefined,0
1725577950000,0,148280,0,153576,3804.8,0,0,undefined,0,547.2,41852.8,0,42112,40617.6,0,547.2,undefined,0
